Event,NOC,Pos.,Year,Discipline
"Sprint, Men",FRA,2,2012,Cycling Track
"Sprint, Men",AUS,3,2012,Cycling Track
"Sprint, Women",AUS,1,2012,Cycling Track
"Sprint, Women",GBR,2,2012,Cycling Track
"Sprint, Women",CHN,3,2012,Cycling Track
"Team Pursuit, 4,000 metres, Men",GBR,1,2012,Cycling Track
"Team Pursuit, 4,000 metres, Men",AUS,2,2012,Cycling Track
"Team Pursuit, 4,000 metres, Men",NZL,3,2012,Cycling Track
"Team Pursuit, Women",GBR,1,2012,Cycling Track
"Team Pursuit, Women",USA,2,2012,Cycling Track
"Team Pursuit, Women",CAN,3,2012,Cycling Track
"Team Sprint, Men",GBR,1,2012,Cycling Track
"Team Sprint, Men",FRA,2,2012,Cycling Track
"Team Sprint, Men",GER,3,2012,Cycling Track
"Team Sprint, Women",GER,1,2012,Cycling Track
"Team Sprint, Women",CHN,2,2012,Cycling Track
"Team Sprint, Women",AUS,3,2012,Cycling Track
"Platform, Men",USA,1,2012,Diving
"Platform, Men",CHN,2,2012,Diving
"Platform, Men",GBR,3,2012,Diving
"Platform, Women",CHN,1,2012,Diving
"Platform, Women",AUS,2,2012,Diving
"Platform, Women",MAS,3,2012,Diving
"Springboard, Men",RUS,1,2012,Diving
"Springboard, Men",CHN,2,2012,Diving
"Springboard, Men",CHN,3,2012,Diving
"Springboard, Women",CHN,1,2012,Diving
"Springboard, Women",CHN,2,2012,Diving
"Springboard, Women",MEX,3,2012,Diving
"Synchronized Platform, Men",CHN,1,2012,Diving
"Synchronized Platform, Men",MEX,2,2012,Diving
"Synchronized Platform, Men",USA,3,2012,Diving
"Synchronized Platform, Women",CHN,1,2012,Diving
"Synchronized Platform, Women",MEX,2,2012,Diving
"Synchronized Platform, Women",CAN,3,2012,Diving
"Synchronized Springboard, Men",CHN,1,2012,Diving
"Synchronized Springboard, Men",RUS,2,2012,Diving
"Synchronized Springboard, Men",USA,3,2012,Diving
"Synchronized Springboard, Women",CHN,1,2012,Diving
"Synchronized Springboard, Women",USA,2,2012,Diving
"Synchronized Springboard, Women",CAN,3,2012,Diving
"Individual, Open",GBR,1,2012,Equestrian Dressage
"Individual, Open",NED,2,2012,Equestrian Dressage
"Individual, Open",GBR,3,2012,Equestrian Dressage
"Team, Open",GBR,1,2012,Equestrian Dressage
"Team, Open",GER,2,2012,Equestrian Dressage
"Team, Open",NED,3,2012,Equestrian Dressage
"Individual, Open",GER,1,2012,Equestrian Eventing
"Individual, Open",SWE,2,2012,Equestrian Eventing
"Individual, Open",GER,3,2012,Equestrian Eventing
"Team, Open",GER,1,2012,Equestrian Eventing
"Team, Open",GBR,2,2012,Equestrian Eventing
"Team, Open",NZL,3,2012,Equestrian Eventing
"Individual, Open",SUI,1,2012,Equestrian Jumping
"Individual, Open",NED,2,2012,Equestrian Jumping
"Individual, Open",IRL,3,2012,Equestrian Jumping
"Team, Open",GBR,1,2012,Equestrian Jumping
"Team, Open",NED,2,2012,Equestrian Jumping
"Team, Open",KSA,3,2012,Equestrian Jumping
"Épée, Individual, Men",VEN,1,2012,Fencing
"Épée, Individual, Men",NOR,2,2012,Fencing
"Épée, Individual, Men",KOR,3,2012,Fencing
"Épée, Individual, Women",UKR,1,2012,Fencing
"Épée, Individual, Women",GER,2,2012,Fencing
"Épée, Individual, Women",CHN,3,2012,Fencing
"Épée, Team, Women",CHN,1,2012,Fencing
"Épée, Team, Women",KOR,2,2012,Fencing
"Épée, Team, Women",USA,3,2012,Fencing
"Foil, Individual, Men",CHN,1,2012,Fencing
"Foil, Individual, Men",EGY,2,2012,Fencing
"Foil, Individual, Men",KOR,3,2012,Fencing
"Foil, Individual, Women",ITA,1,2012,Fencing
"Foil, Individual, Women",ITA,2,2012,Fencing
"Foil, Individual, Women",ITA,3,2012,Fencing
"Foil, Team, Men",ITA,1,2012,Fencing
"Foil, Team, Men",JPN,2,2012,Fencing
"Foil, Team, Men",GER,3,2012,Fencing
"Foil, Team, Women",ITA,1,2012,Fencing
"Foil, Team, Women",RUS,2,2012,Fencing
"Foil, Team, Women",KOR,3,2012,Fencing
"Sabre, Individual, Men",HUN,1,2012,Fencing
"Sabre, Individual, Men",ITA,2,2012,Fencing
"Sabre, Individual, Men",RUS,3,2012,Fencing
"Sabre, Individual, Women",KOR,1,2012,Fencing
"Sabre, Individual, Women",RUS,2,2012,Fencing
"Sabre, Individual, Women",UKR,3,2012,Fencing
"Sabre, Team, Men",KOR,1,2012,Fencing
"Sabre, Team, Men",ROU,2,2012,Fencing
"Sabre, Team, Men",ITA,3,2012,Fencing
"Football, Men",MEX,1,2012,Football
"Football, Men",BRA,2,2012,Football
"Football, Men",KOR,3,2012,Football
"Football, Women",USA,1,2012,Football
"Football, Women",JPN,2,2012,Football
"Football, Women",CAN,3,2012,Football
"Handball, Men",FRA,1,2012,Handball
"Handball, Men",SWE,2,2012,Handball
"Handball, Men",CRO,3,2012,Handball
"Handball, Women",NOR,1,2012,Handball
"Handball, Women",MNE,2,2012,Handball
"Handball, Women",ESP,3,2012,Handball
"Hockey, Men",GER,1,2012,Hockey
"Hockey, Men",NED,2,2012,Hockey
"Hockey, Men",AUS,3,2012,Hockey
"Hockey, Women",NED,1,2012,Hockey
"Hockey, Women",ARG,2,2012,Hockey
"Hockey, Women",GBR,3,2012,Hockey
"Extra-Lightweight, Men",RUS,1,2012,Judo
"Extra-Lightweight, Men",JPN,2,2012,Judo
"Extra-Lightweight, Men",BRA,3,2012,Judo
"Extra-Lightweight, Men",UZB,3,2012,Judo
"Extra-Lightweight, Women",BRA,1,2012,Judo
"Extra-Lightweight, Women",ROU,2,2012,Judo
"Extra-Lightweight, Women",BEL,3,2012,Judo
"Extra-Lightweight, Women",HUN,3,2012,Judo
"Half-Heavyweight, Men",RUS,1,2012,Judo
"Half-Heavyweight, Men",MGL,2,2012,Judo
"Half-Heavyweight, Men",GER,3,2012,Judo
"Half-Heavyweight, Men",NED,3,2012,Judo
"Half-Heavyweight, Women",USA,1,2012,Judo
"Half-Heavyweight, Women",GBR,2,2012,Judo
"Half-Heavyweight, Women",FRA,3,2012,Judo
"Half-Heavyweight, Women",BRA,3,2012,Judo
"Half-Lightweight, Men",GEO,1,2012,Judo
"Half-Lightweight, Men",HUN,2,2012,Judo
"Half-Lightweight, Men",JPN,3,2012,Judo
"Half-Lightweight, Men",KOR,3,2012,Judo
"Half-Lightweight, Women",PRK,1,2012,Judo
"Half-Lightweight, Women",CUB,2,2012,Judo
"Half-Lightweight, Women",ITA,3,2012,Judo
"Half-Lightweight, Women",FRA,3,2012,Judo
"Half-Middleweight, Men",KOR,1,2012,Judo
"Half-Middleweight, Men",GER,2,2012,Judo
"Half-Middleweight, Men",RUS,3,2012,Judo
"Half-Middleweight, Men",CAN,3,2012,Judo
"Half-Middleweight, Women",SLO,1,2012,Judo
"Half-Middleweight, Women",CHN,2,2012,Judo
"Half-Middleweight, Women",JPN,3,2012,Judo
"Half-Middleweight, Women",FRA,3,2012,Judo
"Heavyweight, Men",FRA,1,2012,Judo
"Heavyweight, Men",RUS,2,2012,Judo
"Heavyweight, Men",GER,3,2012,Judo
"Heavyweight, Men",BRA,3,2012,Judo
"Heavyweight, Women",CUB,1,2012,Judo
"Heavyweight, Women",JPN,2,2012,Judo
"Heavyweight, Women",GBR,3,2012,Judo
"Heavyweight, Women",CHN,3,2012,Judo
"Lightweight, Men",RUS,1,2012,Judo
"Lightweight, Men",JPN,2,2012,Judo
"Lightweight, Men",MGL,3,2012,Judo
"Lightweight, Men",FRA,3,2012,Judo
"Lightweight, Women",JPN,1,2012,Judo
"Lightweight, Women",ROU,2,2012,Judo
"Lightweight, Women",USA,3,2012,Judo
"Lightweight, Women",FRA,3,2012,Judo
"Middleweight, Men",KOR,1,2012,Judo
"Middleweight, Men",CUB,2,2012,Judo
"Middleweight, Men",GRE,3,2012,Judo
"Middleweight, Men",JPN,3,2012,Judo
"Middleweight, Women",FRA,1,2012,Judo
"Middleweight, Women",GER,2,2012,Judo
"Middleweight, Women",COL,3,2012,Judo
"Middleweight, Women",NED,3,2012,Judo
"10 kilometres Open Water, Men",TUN,1,2012,Marathon Swimming
"10 kilometres Open Water, Men",GER,2,2012,Marathon Swimming
"10 kilometres Open Water, Men",CAN,3,2012,Marathon Swimming
"10 kilometres Open Water, Women",HUN,1,2012,Marathon Swimming
"10 kilometres Open Water, Women",USA,2,2012,Marathon Swimming
"10 kilometres Open Water, Women",ITA,3,2012,Marathon Swimming
"Individual, Men",CZE,1,2012,Modern Pentathlon
"Individual, Men",CHN,2,2012,Modern Pentathlon
"Individual, Men",HUN,3,2012,Modern Pentathlon
"Individual, Women",LTU,1,2012,Modern Pentathlon
"Individual, Women",GBR,2,2012,Modern Pentathlon
"Individual, Women",BRA,3,2012,Modern Pentathlon
"Group, Women",RUS,1,2012,Rhythmic Gymnastics
"Group, Women",BLR,2,2012,Rhythmic Gymnastics
"Group, Women",ITA,3,2012,Rhythmic Gymnastics
"Individual, Women",RUS,1,2012,Rhythmic Gymnastics
"Individual, Women",RUS,2,2012,Rhythmic Gymnastics
"Individual, Women",BLR,3,2012,Rhythmic Gymnastics
"Coxless Fours, Men",GBR,1,2012,Rowing
"Coxless Fours, Men",AUS,2,2012,Rowing
"Coxless Fours, Men",USA,3,2012,Rowing
"Coxless Pairs, Men",NZL,1,2012,Rowing
"Coxless Pairs, Men",FRA,2,2012,Rowing
"Coxless Pairs, Men",GBR,3,2012,Rowing
"Coxless Pairs, Women",GBR,1,2012,Rowing
"Coxless Pairs, Women",AUS,2,2012,Rowing
"Coxless Pairs, Women",NZL,3,2012,Rowing
"Double Sculls, Men",NZL,1,2012,Rowing
"Double Sculls, Men",ITA,2,2012,Rowing
"Double Sculls, Men",SLO,3,2012,Rowing
"Double Sculls, Women",GBR,1,2012,Rowing
"Double Sculls, Women",AUS,2,2012,Rowing
"Double Sculls, Women",POL,3,2012,Rowing
"Eights, Men",GER,1,2012,Rowing
"Eights, Men",CAN,2,2012,Rowing
"Eights, Men",GBR,3,2012,Rowing
"Eights, Women",USA,1,2012,Rowing
"Eights, Women",CAN,2,2012,Rowing
"Eights, Women",NED,3,2012,Rowing
"Lightweight Coxless Fours, Men",RSA,1,2012,Rowing
"Lightweight Coxless Fours, Men",GBR,2,2012,Rowing
"Lightweight Coxless Fours, Men",DEN,3,2012,Rowing
"Lightweight Double Sculls, Men",DEN,1,2012,Rowing
"Lightweight Double Sculls, Men",GBR,2,2012,Rowing
"Lightweight Double Sculls, Men",NZL,3,2012,Rowing
"Lightweight Double Sculls, Women",GBR,1,2012,Rowing
"Lightweight Double Sculls, Women",CHN,2,2012,Rowing
"Lightweight Double Sculls, Women",GRE,3,2012,Rowing
"Quadruple Sculls, Men",GER,1,2012,Rowing
"Quadruple Sculls, Men",CRO,2,2012,Rowing
"Quadruple Sculls, Men",AUS,3,2012,Rowing
"Quadruple Sculls, Women",UKR,1,2012,Rowing
"Quadruple Sculls, Women",GER,2,2012,Rowing
"Quadruple Sculls, Women",USA,3,2012,Rowing
"Single Sculls, Men",NZL,1,2012,Rowing
"Single Sculls, Men",CZE,2,2012,Rowing
"Single Sculls, Men",GBR,3,2012,Rowing
"Single Sculls, Women",CZE,1,2012,Rowing
"Single Sculls, Women",DEN,2,2012,Rowing
"Single Sculls, Women",AUS,3,2012,Rowing
"One Person Dinghy, Men",AUS,1,2012,Sailing
"One Person Dinghy, Men",CYP,2,2012,Sailing
"One Person Dinghy, Men",SWE,3,2012,Sailing
"One Person Dinghy, Women",CHN,1,2012,Sailing
"One Person Dinghy, Women",NED,2,2012,Sailing
"One Person Dinghy, Women",BEL,3,2012,Sailing
"One Person Heavyweight Dinghy, Men",GBR,1,2012,Sailing
"One Person Heavyweight Dinghy, Men",DEN,2,2012,Sailing
"One Person Heavyweight Dinghy, Men",FRA,3,2012,Sailing
"Skiff, Men",AUS,1,2012,Sailing
"Skiff, Men",NZL,2,2012,Sailing
"Skiff, Men",DEN,3,2012,Sailing
"Three Person Keelboat, Women",ESP,1,2012,Sailing
"Three Person Keelboat, Women",AUS,2,2012,Sailing
"Three Person Keelboat, Women",FIN,3,2012,Sailing
"Two Person Dinghy, Men",AUS,1,2012,Sailing
"Two Person Dinghy, Men",GBR,2,2012,Sailing
"Two Person Dinghy, Men",ARG,3,2012,Sailing
"Two Person Dinghy, Women",NZL,1,2012,Sailing
"Two Person Dinghy, Women",GBR,2,2012,Sailing
"Two Person Dinghy, Women",NED,3,2012,Sailing
"Two Person Keelboat, Men",SWE,1,2012,Sailing
"Two Person Keelboat, Men",GBR,2,2012,Sailing
"Two Person Keelboat, Men",BRA,3,2012,Sailing
"Windsurfer, Men",NED,1,2012,Sailing
"Windsurfer, Men",GBR,2,2012,Sailing
"Windsurfer, Men",POL,3,2012,Sailing
"Windsurfer, Women",ESP,1,2012,Sailing
"Windsurfer, Women",FIN,2,2012,Sailing
"Windsurfer, Women",POL,3,2012,Sailing
"Air Pistol, 10 metres, Men",KOR,1,2012,Shooting
"Air Pistol, 10 metres, Men",ITA,2,2012,Shooting
"Air Pistol, 10 metres, Men",SRB,3,2012,Shooting
"Air Pistol, 10 metres, Women",CHN,1,2012,Shooting
"Air Pistol, 10 metres, Women",FRA,2,2012,Shooting
"Air Pistol, 10 metres, Women",UKR,3,2012,Shooting
"Air Rifle, 10 metres, Men",ROU,1,2012,Shooting
"Air Rifle, 10 metres, Men",ITA,2,2012,Shooting
"Air Rifle, 10 metres, Men",IND,3,2012,Shooting
"Air Rifle, 10 metres, Women",CHN,1,2012,Shooting
"Air Rifle, 10 metres, Women",POL,2,2012,Shooting
"Air Rifle, 10 metres, Women",CHN,3,2012,Shooting
"Double Trap, Men",GBR,1,2012,Shooting
"Double Trap, Men",SWE,2,2012,Shooting
"Double Trap, Men",RUS,3,2012,Shooting
"Free Pistol, 50 metres, Men",KOR,1,2012,Shooting
"Free Pistol, 50 metres, Men",KOR,2,2012,Shooting
"Free Pistol, 50 metres, Men",CHN,3,2012,Shooting
"Rapid-Fire Pistol, 25 metres, Men",CUB,1,2012,Shooting
"Rapid-Fire Pistol, 25 metres, Men",IND,2,2012,Shooting
"Rapid-Fire Pistol, 25 metres, Men",CHN,3,2012,Shooting
"Skeet, Men",USA,1,2012,Shooting
"Skeet, Men",DEN,2,2012,Shooting
"Skeet, Men",QAT,3,2012,Shooting
"Skeet, Women",USA,1,2012,Shooting
"Skeet, Women",CHN,2,2012,Shooting
"Skeet, Women",SVK,3,2012,Shooting
"Small-Bore Rifle, Prone, 50 metres, Men",BLR,1,2012,Shooting
"Small-Bore Rifle, Prone, 50 metres, Men",BEL,2,2012,Shooting
"Small-Bore Rifle, Prone, 50 metres, Men",SLO,3,2012,Shooting
"Small-Bore Rifle, Three Positions, 50 metres, Men",ITA,1,2012,Shooting
"Small-Bore Rifle, Three Positions, 50 metres, Men",KOR,2,2012,Shooting
"Small-Bore Rifle, Three Positions, 50 metres, Men",USA,3,2012,Shooting
"Small-Bore Rifle, Three Positions, 50 metres, Women",USA,1,2012,Shooting
"Small-Bore Rifle, Three Positions, 50 metres, Women",SRB,2,2012,Shooting
"Small-Bore Rifle, Three Positions, 50 metres, Women",CZE,3,2012,Shooting
"Sporting Pistol, 25 metres, Women",KOR,1,2012,Shooting
"Sporting Pistol, 25 metres, Women",CHN,2,2012,Shooting
"Sporting Pistol, 25 metres, Women",UKR,3,2012,Shooting
"Trap, Men",CRO,1,2012,Shooting
"Trap, Men",ITA,2,2012,Shooting
"Trap, Men",KUW,3,2012,Shooting
"Trap, Women",ITA,1,2012,Shooting
"Trap, Women",SVK,2,2012,Shooting
"Trap, Women",FRA,3,2012,Shooting
"1,500 metres Freestyle, Men",CHN,1,2012,Swimming
"1,500 metres Freestyle, Men",CAN,2,2012,Swimming
"1,500 metres Freestyle, Men",TUN,3,2012,Swimming
"100 metres Backstroke, Men",USA,1,2012,Swimming
"100 metres Backstroke, Men",USA,2,2012,Swimming
"100 metres Backstroke, Men",JPN,3,2012,Swimming
"100 metres Backstroke, Women",USA,1,2012,Swimming
"100 metres Backstroke, Women",AUS,2,2012,Swimming
"100 metres Backstroke, Women",JPN,3,2012,Swimming
"100 metres Breaststroke, Men",RSA,1,2012,Swimming
"100 metres Breaststroke, Men",AUS,2,2012,Swimming
"100 metres Breaststroke, Men",USA,3,2012,Swimming
"100 metres Breaststroke, Women",LTU,1,2012,Swimming
"100 metres Breaststroke, Women",USA,2,2012,Swimming
"100 metres Breaststroke, Women",JPN,3,2012,Swimming
"100 metres Butterfly, Men",USA,1,2012,Swimming
"100 metres Butterfly, Men",RUS,2,2012,Swimming
"100 metres Butterfly, Men",RSA,2,2012,Swimming
"100 metres Butterfly, Men",0,3,2012,Swimming
"100 metres Butterfly, Women",USA,1,2012,Swimming
"100 metres Butterfly, Women",CHN,2,2012,Swimming
"100 metres Butterfly, Women",AUS,3,2012,Swimming
"100 metres Freestyle, Men",USA,1,2012,Swimming
"100 metres Freestyle, Men",AUS,2,2012,Swimming
"100 metres Freestyle, Men",CAN,3,2012,Swimming
"100 metres Freestyle, Women",NED,1,2012,Swimming
"100 metres Freestyle, Women",BLR,2,2012,Swimming
"100 metres Freestyle, Women",CHN,3,2012,Swimming
"200 metres Backstroke, Men",USA,1,2012,Swimming
"200 metres Backstroke, Men",JPN,2,2012,Swimming
"200 metres Backstroke, Men",USA,3,2012,Swimming
"200 metres Backstroke, Women",USA,1,2012,Swimming
"200 metres Backstroke, Women",RUS,2,2012,Swimming
"200 metres Backstroke, Women",USA,3,2012,Swimming
"200 metres Breaststroke, Men",HUN,1,2012,Swimming
"200 metres Breaststroke, Men",GBR,2,2012,Swimming
"200 metres Breaststroke, Men",JPN,3,2012,Swimming
"200 metres Breaststroke, Women",USA,1,2012,Swimming
"200 metres Breaststroke, Women",JPN,2,2012,Swimming
"200 metres Breaststroke, Women",RUS,3,2012,Swimming
"200 metres Butterfly, Men",RSA,1,2012,Swimming
"200 metres Butterfly, Men",USA,2,2012,Swimming
"200 metres Butterfly, Men",JPN,3,2012,Swimming
"200 metres Butterfly, Women",CHN,1,2012,Swimming
"200 metres Butterfly, Women",ESP,2,2012,Swimming
"200 metres Butterfly, Women",JPN,3,2012,Swimming
"200 metres Freestyle, Men",FRA,1,2012,Swimming
"200 metres Freestyle, Men",CHN,2,2012,Swimming
"200 metres Freestyle, Men",KOR,2,2012,Swimming
"200 metres Freestyle, Men",0,3,2012,Swimming
"200 metres Freestyle, Women",USA,1,2012,Swimming
"200 metres Freestyle, Women",FRA,2,2012,Swimming
"200 metres Freestyle, Women",AUS,3,2012,Swimming
"200 metres Individual Medley, Men",USA,1,2012,Swimming
"200 metres Individual Medley, Men",USA,2,2012,Swimming
"200 metres Individual Medley, Men",HUN,3,2012,Swimming
"200 metres Individual Medley, Women",CHN,1,2012,Swimming
"200 metres Individual Medley, Women",AUS,2,2012,Swimming
"200 metres Individual Medley, Women",USA,3,2012,Swimming
"4 x 200 metres Freestyle Relay, Women",USA,1,2012,Swimming
"4 x 200 metres Freestyle Relay, Women",AUS,2,2012,Swimming
"4 x 200 metres Freestyle Relay, Women",FRA,3,2012,Swimming
"4 x 200 metres Freestyle Relay, Women",USA,1,2016,Swimming
"4 x 200 metres Freestyle Relay, Women",AUS,2,2016,Swimming
"4 x 200 metres Freestyle Relay, Women",CAN,3,2016,Swimming
"4 x 400 metres Relay, Men",USA,1,1964,Athletics
"4 x 400 metres Relay, Men",GBR,2,1964,Athletics
"4 x 400 metres Relay, Men",TTO,3,1964,Athletics
"4 x 400 metres Relay, Men",USA,1,1968,Athletics
"4 x 400 metres Relay, Men",KEN,2,1968,Athletics
"4 x 400 metres Relay, Men",FRG,3,1968,Athletics
"4 x 400 metres Relay, Men",KEN,1,1972,Athletics
"4 x 400 metres Relay, Men",GBR,2,1972,Athletics
"4 x 400 metres Relay, Men",FRA,3,1972,Athletics
"4 x 400 metres Relay, Men",USA,1,1976,Athletics
"4 x 400 metres Relay, Men",POL,2,1976,Athletics
"4 x 400 metres Relay, Men",FRG,3,1976,Athletics
"400 metres Freestyle, Men",CHN,1,2012,Swimming
"400 metres Freestyle, Men",KOR,2,2012,Swimming
"400 metres Freestyle, Men",USA,3,2012,Swimming
"400 metres Freestyle, Women",FRA,1,2012,Swimming
"400 metres Freestyle, Women",USA,2,2012,Swimming
"400 metres Freestyle, Women",GBR,3,2012,Swimming
"400 metres Individual Medley, Men",USA,1,2012,Swimming
"400 metres Individual Medley, Men",BRA,2,2012,Swimming
"400 metres Individual Medley, Men",JPN,3,2012,Swimming
"400 metres Individual Medley, Women",CHN,1,2012,Swimming
"400 metres Individual Medley, Women",USA,2,2012,Swimming
"400 metres Individual Medley, Women",CHN,3,2012,Swimming
"50 metres Freestyle, Men",FRA,1,2012,Swimming
"50 metres Freestyle, Men",USA,2,2012,Swimming
"50 metres Freestyle, Men",BRA,3,2012,Swimming
"50 metres Freestyle, Women",NED,1,2012,Swimming
"50 metres Freestyle, Women",BLR,2,2012,Swimming
"50 metres Freestyle, Women",NED,3,2012,Swimming
"800 metres Freestyle, Women",USA,1,2012,Swimming
"800 metres Freestyle, Women",ESP,2,2012,Swimming
"800 metres Freestyle, Women",GBR,3,2012,Swimming
"Singles, Men",CHN,1,2012,Table Tennis
"Singles, Men",CHN,2,2012,Table Tennis
"Singles, Men",GER,3,2012,Table Tennis
"Singles, Women",CHN,1,2012,Table Tennis
"Singles, Women",CHN,2,2012,Table Tennis
"Singles, Women",SGP,3,2012,Table Tennis
"Team, Men",CHN,1,2012,Table Tennis
"Team, Men",KOR,2,2012,Table Tennis
"Team, Men",GER,3,2012,Table Tennis
"Team, Women",CHN,1,2012,Table Tennis
"Team, Women",JPN,2,2012,Table Tennis
"Team, Women",SGP,3,2012,Table Tennis
"Featherweight, Men",TUR,1,2012,Taekwondo
"Featherweight, Men",IRI,2,2012,Taekwondo
"Featherweight, Men",AFG,3,2012,Taekwondo
"Featherweight, Men",USA,3,2012,Taekwondo
"Featherweight, Women",GBR,1,2012,Taekwondo
"Featherweight, Women",CHN,2,2012,Taekwondo
"Featherweight, Women",FRA,3,2012,Taekwondo
"Featherweight, Women",TPE,3,2012,Taekwondo
"Flyweight, Men",ESP,1,2012,Taekwondo
"Flyweight, Men",KOR,2,2012,Taekwondo
"Flyweight, Men",COL,3,2012,Taekwondo
"Flyweight, Men",RUS,3,2012,Taekwondo
"Flyweight, Women",CHN,1,2012,Taekwondo
"Flyweight, Women",ESP,2,2012,Taekwondo
"Flyweight, Women",CRO,3,2012,Taekwondo
"Flyweight, Women",THA,3,2012,Taekwondo
"Heavyweight, Men",ITA,1,2012,Taekwondo
"Heavyweight, Men",GAB,2,2012,Taekwondo
"Heavyweight, Men",CHN,3,2012,Taekwondo
"Heavyweight, Men",CUB,3,2012,Taekwondo
"Heavyweight, Women",SRB,1,2012,Taekwondo
"Heavyweight, Women",FRA,2,2012,Taekwondo
"Heavyweight, Women",RUS,3,2012,Taekwondo
"Heavyweight, Women",MEX,3,2012,Taekwondo
"Welterweight, Men",ARG,1,2012,Taekwondo
"Welterweight, Men",ESP,2,2012,Taekwondo
"Welterweight, Men",GBR,3,2012,Taekwondo
"Welterweight, Men",ITA,3,2012,Taekwondo
"Welterweight, Women",KOR,1,2012,Taekwondo
"Welterweight, Women",TUR,2,2012,Taekwondo
"Welterweight, Women",USA,3,2012,Taekwondo
"Welterweight, Women",GER,3,2012,Taekwondo
"Doubles, Men",USA,1,2012,Tennis
"Doubles, Men",FRA,2,2012,Tennis
"Doubles, Men",FRA,3,2012,Tennis
"Doubles, Mixed",BLR,1,2012,Tennis
"Doubles, Mixed",GBR,2,2012,Tennis
"Doubles, Mixed",USA,3,2012,Tennis
"Doubles, Women",USA,1,2012,Tennis
"Doubles, Women",CZE,2,2012,Tennis
"Doubles, Women",RUS,3,2012,Tennis
"Singles, Men",GBR,1,2012,Tennis
"Singles, Men",SUI,2,2012,Tennis
"Singles, Men",ARG,3,2012,Tennis
"Singles, Women",USA,1,2012,Tennis
"Singles, Women",RUS,2,2012,Tennis
"Singles, Women",BLR,3,2012,Tennis
"Individual, Men",CHN,1,2012,Trampolining
"Individual, Men",RUS,2,2012,Trampolining
"Individual, Men",CHN,3,2012,Trampolining
"Individual, Women",CAN,1,2012,Trampolining
"Individual, Women",CHN,2,2012,Trampolining
"Individual, Women",CHN,3,2012,Trampolining
"Olympic Distance, Men",GBR,1,2012,Triathlon
"Olympic Distance, Men",ESP,2,2012,Triathlon
"Olympic Distance, Men",GBR,3,2012,Triathlon
"Olympic Distance, Women",SUI,1,2012,Triathlon
"Olympic Distance, Women",SWE,2,2012,Triathlon
"Olympic Distance, Women",AUS,3,2012,Triathlon
"Volleyball, Men",RUS,1,2012,Volleyball
"Volleyball, Men",BRA,2,2012,Volleyball
"Volleyball, Men",ITA,3,2012,Volleyball
"Volleyball, Women",BRA,1,2012,Volleyball
"Volleyball, Women",USA,2,2012,Volleyball
"Volleyball, Women",JPN,3,2012,Volleyball
"Water Polo, Men",CRO,1,2012,Water Polo
"Water Polo, Men",ITA,2,2012,Water Polo
"Water Polo, Men",SRB,3,2012,Water Polo
"Water Polo, Women",USA,1,2012,Water Polo
"Water Polo, Women",ESP,2,2012,Water Polo
"Water Polo, Women",AUS,3,2012,Water Polo
"Bantamweight, Men",PRK,1,2012,Weightlifting
"Bantamweight, Men",CHN,2,2012,Weightlifting
"Bantamweight, Men",VIE,3,2012,Weightlifting
"Featherweight, Men",PRK,1,2012,Weightlifting
"Featherweight, Men",COL,2,2012,Weightlifting
"Featherweight, Men",INA,3,2012,Weightlifting
"Featherweight, Women",TPE,1,2012,Weightlifting
"Featherweight, Women",INA,2,2012,Weightlifting
